Title,Post ID,URL,Price,Description,Days Posted,Location
INVESTOR SPECIAL 10+ RV SPACES PARK + 2 HOMES 1.7 ACRES (Wheeler),7564548337,https://houston.craigslist.org/reo/7564548337.html,"$65,000 ","***PRICE REDUCED!!!*** $65k - RV Park w/ 10 connections  Vacant RV park in Wheeler, TX with existing connections and well. Partially complete, needs some TLC to become a goldmine!  1.7 acres with 10 connections, double carport, plus two for existing buildings needing extensive repair or removal. Perfect for hunters or oil/gas workers. Easy access off of main road.   10k down for easy owner financing or $65k cash, will consider other serious or competitive cash offers!  Call  show contact info  for detail.",25 days ago,N/A
New 3 bedroom single wide mobile home for sale in Texas (Abilene),7563937447,https://lubbock.craigslist.org/reb/7563937447.html,"$94,500 ",SANTIAGO  3 BED 2 BATH * WESTERN DESIGN * LUXURY MASTER BATH * SOAKER TUB * WALK IN SHOWER * LARGE UTILITY ROOM WITH SINK *   Investor special or cash buyer promotions apply to this home!!!!! We also offer full turn key services  Call or text Randy to get your hands on it before it's gone  show contact info ///    RBI 36844  Ra,27 days ago,1400 W Overland Trail
TINY HOME 2 BEDROOM ATTACHED PORCH CABIN (Abilene),7561631545,https://lubbock.craigslist.org/reb/7561631545.html,"$116,900 ","INNOVATION *  TINY HOME * VACATION CABIN * TAPE AND TEXTURE *  NATURAL LIGHTING *  HUGE DISCOUNTS *  AIRBNB *   FASTEST DELIVERY TIMES ON MANUFACTURED HOMES IN TEXAS - CASH BUYER DISCOUNTS - INVESTOR SPECIALS - BLACK FRIDAY HOME SALE  CALL OR TEXT RANDY  show contact info /// 1400 W. OVERLAND TRL, ABILENE, TX. 79601     RBI 36844 RANDO Midland Odessa Hamby Tye Caps Wylie Potosi Eula Clyde Baird Mekel Trent Ovalo Lawn Putnam Lueders Anson Albany Brownwood Blanket Bangs Early Single wide Double wide Trailer Tiny home For sal",about a month ago,1400 W Overland Trail
"Owner will finance 416 Ave J Anson, TX 2/1 $19,900 (Anson, TX)",7560345481,https://abilene.craigslist.org/reb/7560345481.html,"$19,900 ","Owner will finance. 416 Avenue J Anson, TX 2/1 $19,900. Fixer upper or investor special. Large lot almost 1/3 of an acre. Interior needs work. Broker/Owner Abode Central, LLC  show contact inf",about a month ago,N/A
NW OKC 4 /2 Fixer Upper Seller Financing offered. (ROXBORO),7566109807,https://oklahomacity.craigslist.org/reo/7566109807.html,"$165,000 ","Owner financing is offered for this fix and flip!  Make this property your forever home and walk into it without the red tape of a bank. So many options here. this could be what you need if you are having trouble getting bank financing.  💰💰CASH PRICE -165,000 📝📝OWNER FINANCE AS IS – 185k – 12% Down. 🏚🤝🏠OWNER FINANCE WITH REHAB – 225k – 12% Down.  Come check out this great fixer-upper in the NW Part of Oklahoma City This could be a great opportunity to turn this fixer-upper into your dream home.  There is a lot of potential with 4 Bedrooms and two large living rooms. We will be selling this home for cash 165,000 as is or the best offer.  We are also willing to owner finance and pay for the rehab for 225k  and you can walk into a completely remodeled home. with as little as 12% down. We have several options depending on your skill set and your ability to rehab properties.  If you would like to apply to see if you would qualify for purchase with financing. copy and paste the link below.  -https://docs.google.com/forms/d/e/1FAIpQLSd28vdu8qTHpDIURiGCHeDonc-538-mwkD0bub071WFBxyIEQ/viewform    To see our website ad you can copy and paste this page below.   https://www.investmenthouseokc.com/property/4-2-in-nw-okc-fixer-upper/?fbclid=IwAR335Ls4xgIgonucZmemktZla62rE277qstOrfX4nOjp1nU_AHteYdGUOJw   REALTORS TACK ON YOUR FEE TO OUR PRICE AND BRING A BUYER!",21 days ago,Nw 113th near Nw Expressway and Council
Fixer Upper (Electra),7565650715,https://wichitafalls.craigslist.org/reo/7565650715.html,"$75,000 ","NO WHOLESALERS please! NO REALTORS please! Handyman/Handywoman Special!!! $1000 to move in! For rent, special $395/mo until May. May rent $495/mo.  $1000 deposit, last months rent and pet deposit, $200/pet. Pet rent $35/mo. Applications are $50 per adult. Looking for handyman/handywoman who can do repairs on their own. AS IS: house is in fair condition not great! Everything works but if anything breaks after tenant will be responsible for repairs.  OWNER FINANCING AVAILABLE For sale $75,000. Cash offer $50,000 ) with 10% - 20% down depending on credit! Comes on 7,000 sq foot lot. Can also rent first.  Electra is a small town. Place has plenty of parking, can park semis. Looking to rent to a Handyman/Handywoman, someone who would like to buy one day.  Brand new carpet and flooring!  211 E Washington Ave, Electra, TX 76360 NO WHOLESALERS please! NO REALTORS please!",22 days ago,N/A
"Fixer Upper - $6,000 (Duncan)",7556775992,https://lawton.craigslist.org/reo/7556775992.html,"$6,000 ","Fixer Upper - FSBO - 6,000.   616 E. Main, Duncan, OK.  Currently the home has 1 bedroom, 1 bath, kitchen/Dining and Living area.  NOTE -  As per the photos, there is a large ADD-ON which could easily become another 2-3 bedrooms and another 1-2 baths.  The home comes with a storage building.  Call Chris at  show contact info  or  show contact inf",2 months ago,616 E. Main
Fixer Upper Iowa Park,7564329442,https://wichitafalls.craigslist.org/reo/7564329442.html,N/A,Assignment of contract! new investment opportunity in Iowa Park contact for address and tour,26 days ago,W Pecan Ave
"Solid fixer upper, as is $159000 (Edmond)",7554648376,https://oklahomacity.craigslist.org/reo/7554648376.html,"$165,000 ","3 bed room , desirable neighborhood, great first home. Needs finish out. $165k + buyer pays closing costs. Recent ac/heater and water heater replaced Still plenty of room for a flip. Two 1 for 3 9 for 7 1 five ate to set up viewing David.",2 months ago,N/A
"$95,500 / 3br - Rent to Own Property in the NICE side of Paducah (Paducah)",7563104558,https://lubbock.craigslist.org/reo/7563104558.html,"$95,500 ","aducah, TX 79248  Rent-to-own: $795/mo House is perfect for someone who knows how to work with their hands (Fixer Upper) Super flexible with owner financing Application Fee: None Requirements: proof of income Pets Welcome! Amazing location - Literally minutes from downtown, school and retail  If it works for you, show me a DM and I can schedule a time for you to come take a look at the property",29 days ago,N/A
"$1,295/mo 3BR Rent To Own Property in Wichita Falls (Wichita Falls)",7562466090,https://wichitafalls.craigslist.org/reo/7562466090.html,"$149,500 ","-to-own: $1,295/mo  3-bedroom house that comes with a back apartment/mother-in-law suite House is perfect for someone who knows how to work with their hands (Fixer Upper) Super flexible with rent-to-own terms Application Fee: None Requirements: proof of income Pets Welcome! Amazing location - Literally minutes from local shops and parks  If it works for you, show me a DM and I can schedule a time for you to come take a look at the property",about a month ago,Fillmore Street
FSBO HOUSE FOR SALE WITH OWNER FINANCE TERMS (Abilene),7567339793,https://abilene.craigslist.org/reo/7567339793.html,"$150,000 ","FOR SALE WITH OWNER FINANCE TERMS 🏡 FSBO $150,000 with 10% down NO BANK NEEDED  FIXER Upper    bathrooms and kitchen need to be finished. floors and paint needed..  1470 Beechw",18 days ago,beechwood ln
My Husband And I Will Buy Your Fixer Upper!! (Iowa Park),7560641687,https://wichitafalls.craigslist.org/reo/7560641687.html,"$190,000 ",We have cash we'd like to invest in a fixer upper. Call me if you have a house you'd like to sell.   show contact inf,about a month ago,N/A
"We Are looking For Our Next Project, Have Cash! (Wichita Falls)",7566011942,https://wichitafalls.craigslist.org/reo/7566011942.html,"$160,000 ",My husband and I would like to buy an investment property. We have cash. Prefer a fixer upper. Call me  show contact inf,21 days ago,N/A
FSBO - 1410 W. Mulberry - $9.000 (Duncan),7555433610,https://lawton.craigslist.org/reo/7555433610.html,"$9,000 ","FSBO – Fixer Upper - 1410 W. Mulberry – Duncan, OK. – This homes has 2 bedrooms, 1 bathroom, New Roof, Storm Cellar and LOTS of trees.  (1,020 Sq/Ft).   Lots of Trees (Nice).  County Appraisal = $29,264    As per the attached photos, the home needs paint, a few boards, paint and carpet. It's possible to live in the home while conducting the repairs.  We would consider trades and maybe a (RTO) Rent To Own, but the 1st $9,000 cash will take the home. I can be reached via email, text or phone  show contact info  or  show contact info . Have a Blessed day.",2 months ago,1410 W. Mulberry
"2008 GLORIA LANE (WICHITA FALLS, TX)",7563902433,https://wichitafalls.craigslist.org/reb/7563902433.html,"$78,000 ","2008 GLORIA LANE, WICHITA FALLS, TX  76309 - $78,000  THIS CHARMING 3 BEDROOM, 1 BATH FIXER UPPER WILL MAKE A GREAT INVESTMENT PROPERTY FOR SOME LUCKY PERSON WHO IS WILLING TO GIVE IT THE TIME AND CARE THAT IT NEEDS.  LOCATED IN A QUIET NEIGHBORHOOD, THE PROPERTY HAS AN ATTACHED GARAGE AND 3 ROOMY BEDROOMS.  IT HAS A SPACIOUS LIVING ROOM, A BREAKFAST AREA AND NICE TILE FLOORING.  IT ALSO HAS A GOOD SIZED BACK YARD WITH A COVERED PATIO FOR OUTDOOR ENTERTAINING.  CALL ANDREA WOMACK WITH REMAX ELITE GROUP AT  show contact info  FOR A SHOWING",27 days ago,2008 GLORIA LANE
"Owner will finance 620 Vine Colorado City, TX 3/2 $45,000 (Colorado City, TX)",7562241046,https://abilene.craigslist.org/reb/7562241046.html,"$45,000 ","Owner will finance. 620 Vine St. Colorado City, TX 3/2 $45,000. Fixer upper with fence yard, carport and efficiency apartment. Interior needs work, but features large rooms and some hardwoods. Abode Central, LLC  show contact inf",about a month ago,N/A
We Would LOVE to Buy Your House!! (Wichita Falls),7562223963,https://wichitafalls.craigslist.org/reo/7562223963.html,"$195,000 ",My husband and I would like to buy a 'fixer upper' house.  Give me a call if you've got one you'd like to sell  show contact inf,about a month ago,N/A
OFF MARKET Fix and flip (Oklahoma City),7561496368,https://oklahomacity.craigslist.org/reo/7561496368.html,"$45,000 ","Major fixer upper and ready for a full renovation.    Asking price: $45,000 CMA: $115,000-$120,000",about a month ago,N/A
We would like to buy an investment property. We Have Cash. (Wichita Falls),7558852541,https://wichitafalls.craigslist.org/reo/7558852541.html,"$185,000 ",My husband and I would like to buy a 'fixer upper' house.  Give me a call if you've got one you'd like to sell  show contact inf,about a month ago,N/A
We Would LOVE to Buy Your House!! (Iowa Park),7558084976,https://wichitafalls.craigslist.org/reo/7558084976.html,"$180,000 ",My husband and I would like to buy an investment property. We have cash. Prefer a fixer upper. Call me  show contact inf,about a month ago,N/A
We are looking to Purchase a Fixer Upper!! (Wichita Falls),7557276089,https://wichitafalls.craigslist.org/reo/7557276089.html,"$175,000 ",I'm looking to be a Landlord (again!)...anyone have an investment property for sale? We have cash!  show contact inf,2 months ago,N/A
